,Length,Temperature,Weight,Wingspan
0,351.5766224348787,380.87391810236886,1497.8477355510474,41.20005513888596
1,312.9535519236838,213.35487933031283,1524.4074948610248,55.55988721870775
2,124.84339715418719,281.5430110335824,3658.5213112732745,66.03012804976855
3,369.3070301800857,360.9620837114028,1502.1935984973686,46.75323801200297
4,164.89471974750418,325.09662184196304,6898.924180667247,50.5410414343594
5,224.2557701309314,286.6451045850574,7318.513921621449,34.32920572466883
6,392.69407273502213,358.6966769062001,2058.2797956157474,29.772177337015922
7,150.64576423342768,282.0048160947241,5602.876355387449,64.45018990410954
8,322.50481868444535,352.581626740741,5240.363341865259,33.73179630153322
9,316.57711930653835,286.26077316712974,8410.51761636124,30.32607342153449
10,407.34554170401475,341.04701515944896,1220.8683344899655,53.656985225922924
11,340.92835261981526,345.07075043821845,2414.291115208101,42.943888841402476
12,306.2079609315527,207.123300534931,1991.8447550742098,54.68622246327619
13,348.1173146644468,194.05013772138622,1381.498321787736,40.12632693385174
14,252.21735299905765,208.1214067722946,1770.8898387422144,63.483624922605784
15,295.83188977613946,204.98699456250938,1218.3470157929542,43.385283586029324
16,332.91415746185345,205.19450393573374,681.9099142456995,64.8847763974802
17,48.51781905676085,106.43283413761469,4640.539249160106,55.60214334097874
18,129.7240892305629,211.3982430762356,2794.1917856377245,92.57656080835984
19,331.26969668401597,216.72003747618618,1232.2598692042648,55.06485391543314
20,299.26643226081853,361.4800173037041,4946.855153093279,50.524258866664375
21,294.3620635400146,329.36842298438125,8318.993446893768,26.91413744413581
22,304.7428553286776,248.74923679542988,1863.125127498468,55.7052386883092
23,153.55780778695538,313.7131004823882,6020.294429640724,58.11082043639145
24,125.1037606705464,72.89926828838368,4580.360324690686,58.648602830204496
25,216.9013573396499,310.42748027202293,6893.703583334736,48.93244506509415
26,311.1055629802098,183.81530883622793,1366.0132920293963,52.564225881293964
27,209.71752021698518,314.3801490160601,7058.012437090302,48.04197811846743
28,172.4341058145281,308.27953157646544,6633.787373022352,36.66739845911816
29,267.88620894104366,297.5153593376914,7579.166533048182,53.690233542574745
30,289.58706118030614,310.2892475997913,7506.016553431175,41.71688341333375
31,158.1423310166096,37.425857722498975,3955.034326639606,53.18870689354212
32,98.26150866115351,258.8132892275801,3228.7322688307495,68.40377446056812
33,207.1724813056793,303.67981916768196,6366.668595801643,49.90745662775145
34,69.22832087476918,98.98916542121349,3113.2731462575784,54.81412804809549
35,60.235708148467374,239.43981413921915,3319.6470561053798,69.11276582662943
36,139.2092578597889,39.6414273972572,4746.679614221034,52.21209060844366
37,155.69956596784024,306.7820065010239,6960.054642667312,60.864700223466016
38,335.8731523492886,203.24192120313884,936.9831430492856,36.255099809108486
39,113.60925704716264,264.9178118637448,4069.416337663275,80.85532836198509
40,161.29951435794518,64.33818015639037,4566.149339898134,43.779344361949825
41,276.6157205238174,212.23165961158395,1450.450926362139,41.94985020919328
42,165.2572645508075,313.69231897154674,6843.199135098206,38.33687246088572
43,77.64305686878635,281.2643324697829,3566.0198443263885,84.35540944992725
44,348.7650365803341,344.16151861889085,4320.71219182739,12.597965707240075
45,372.8133756860011,334.18058769144324,7684.250963652736,45.95430631164701
46,166.81034464904664,278.3118957112531,3543.791422293266,67.81212584779685
47,167.18036453158993,277.7156463789383,3130.60954973041,70.12584119656852
48,321.31588075881115,332.90975535902453,7273.967759064373,15.881943544461418
49,126.25799497445954,105.75265572575059,4193.321408707609,48.72794015362647
50,140.4188036620851,289.2574759850309,6462.035651352026,45.10314002638549
51,290.04134254949264,385.4994372086285,4418.388697562639,33.830009209486214
52,318.29949204649546,315.6228408635,7267.821160960834,22.568517548827664
53,337.9810343501419,387.1115176999641,1264.3449089965427,63.668980780167814
54,302.34013958719487,340.4431803197236,8040.304193557615,37.25237533463256
55,386.4253078434118,324.45454956788615,4912.32545284192,33.0045033834431
56,375.835221358681,354.1186299074473,1719.2102009946686,62.816880876945774
57,354.3053809152814,318.96309106304165,1236.9693342812795,4.069629517055134
58,273.13781229710224,290.07157294757735,7468.157516803057,57.498479073901585
59,108.9844274581454,122.87295774700104,3835.3997557713865,68.7190706327053
60,268.3779987607203,335.03232294002737,8395.162258465672,49.820097038795815
61,318.4115422999824,319.2105612047244,7349.783464446437,39.43448547585277
62,136.92995133694677,284.44118508874243,6567.562399447401,47.040757912700805
63,263.66764938044395,356.6095443466248,7397.811774611543,25.834629722408927
64,320.56994036648064,388.84215664397516,4939.67973564084,34.04290577643978
65,320.83755698111486,376.19587024925136,8323.160415089287,38.01085968314425
66,90.29687334369177,72.42729543570732,5047.997099464476,61.18448606085746
67,180.64060364685713,313.8125315081843,7322.507193838039,38.82135925006831
68,387.6676663797499,355.642011289975,8608.953422699413,58.55351126256779
69,360.51204443512813,385.998748320175,1850.5908550209724,30.01419430968796
70,316.21056765920184,354.3773304335545,7807.828292091453,14.593184788680489
71,326.5163670995692,328.1676461774498,6985.109758234938,35.79655775606868
72,410.5264099010625,363.1255907849321,1784.9567107751993,43.31338540433706
73,138.63463519717354,252.86581308357404,4443.416267898057,64.56666655620107
74,169.18781538394012,324.874746727108,7407.0947392690105,49.76279205826256
75,105.62121590721235,285.8544895345684,3738.1134903694006,70.57015585630376
76,320.47146226150585,331.9187566454226,7832.389346887715,41.80600695433789
77,80.5259177063317,80.7186047409035,3376.271934539717,73.45679409779792
78,112.0273489110487,253.0902698972114,3492.182195283878,81.3976954977598
79,188.2634575026436,323.3272242387883,6855.049449216531,38.50850006961999
80,41.600114323299024,111.69700977994553,3118.9284487110654,58.496876591425774
81,168.55260122776286,337.0519382827598,6779.411881158561,35.954869526380556
82,297.79490909790576,185.13180747385914,1323.1029711604033,55.96101070719744
83,382.0475169982816,366.1596781833576,1492.7391922938457,50.71047945152117
84,230.17656655753743,304.0982686501751,6704.231898609364,52.96072599388742
85,127.26022005291401,266.0221820438359,3458.7113193868863,60.55632095406717
86,298.39325246068506,358.53416143505416,5040.340953905516,37.088978859520616
87,287.62534016980214,229.9629015249609,1911.4955028524887,31.720778892110776
88,295.6812707515558,347.8964575204862,7602.322040322031,36.338770187166126
89,362.76058042257614,214.71699546758114,1271.3338400022606,54.358254830222855
90,145.9342833566696,248.98320781092406,3407.9726782292582,50.78362025750923
91,266.44099598591924,410.22822990610393,4467.466394491148,25.893693117986324
92,331.2613714711723,376.3675107634031,2044.1974461102675,36.370606703681034
93,281.72249879918047,323.4193067458224,8432.885495042121,40.656110210433766
94,154.24355812974792,318.6372373618042,7066.549201713191,68.0268210068297
95,323.94043115823723,385.51464849267114,3273.6274363225307,24.014818493381423
96,112.1491143436161,145.82068171347282,4735.1336086838055,55.18521696828514
97,311.6681434782056,366.79971602572493,7580.956892985436,26.79356730647824
98,128.9056628617342,82.0123280609121,3598.987718386954,57.34912259545875
99,313.3368512750204,206.51884669402145,2862.914084714782,37.73219739140253
100,294.88037370861264,354.91197234279946,7824.7009624179445,24.601853312308215
101,417.8089268168281,408.84401218652897,1941.0647749769616,26.424853901522155
102,316.0855897932824,220.2970821834984,1462.1170159880985,62.453048376564375
103,320.11795197487965,353.0401728921124,1991.561741570877,42.3261168216935
104,369.6937682256065,356.1336420105056,1827.338836781836,53.449501989310846
105,117.51457647636583,257.23037057671564,4438.921299365882,62.540733034048635
106,208.2518775708781,310.30617364704455,7123.8289596735185,48.81800203295953
107,67.8346381795863,285.41290911870504,3536.059781013945,70.57234917774896
108,357.539502825855,327.9633873847217,2360.7197498841692,37.89989631727497
109,148.87729786924956,248.77024778177667,4130.509202251922,69.187659460123
110,301.08341162410346,194.0304011417763,1738.1301077290107,52.3180769077056
111,127.28447197250482,273.41282263571503,4264.346360616989,47.554547899227344
112,143.22229310879584,272.5551509673048,3652.073757007472,70.00307666217627
113,326.13395797894896,352.87117174141383,4659.7255360391755,30.500371141222445
114,294.2662782226626,316.32194432632195,7897.416443179694,55.65317154682098
115,135.66993520865384,52.56235438346456,4338.499489608937,50.76257491304335
116,83.92149001662567,220.91812491010901,3988.071761393958,60.389998217402606
117,211.6026364507463,321.27741624976073,7192.094201495592,37.438875902871715
118,179.3044740738335,311.0456471576403,7077.208199114545,60.091165784429656
119,288.3080759608222,212.65251937124413,2412.705009560272,51.00851134436734
120,129.63513216277315,108.90495001257588,4500.8488008943705,32.89001837542169
121,291.4735409303058,192.84827045417066,1565.878289409649,56.46765535661917
122,387.8876904757944,401.40227071535463,1797.350324090245,42.924557020869834
123,76.4371102462884,292.95111232953275,3704.0841248270835,70.78526740037465
124,122.19804366759831,123.51897504138131,5116.655004135849,55.246699496558065
125,285.11103706106996,341.2094889330388,8452.649691413166,42.40976990872043
126,287.58550965539376,401.5342926128784,4114.144105007011,17.36027489392358
127,188.2940202528532,334.02648210762214,7223.534994343258,51.241935086759284
128,139.57675339417375,65.95269451504349,3558.7293240352046,78.68452347554334
129,372.65473158928313,328.75743959280595,1282.0115379442368,43.07697311154675
130,135.4562193425172,67.21106309223265,3925.2470021815507,56.19575853912278
131,399.33478415134874,374.8126872052,2030.7275155439984,28.968755200528708
132,375.95747012192516,392.18703421199746,1984.5666015221993,47.845527311688215
133,342.5055169751746,356.34557058329375,7023.927694332432,49.53985949211671
134,123.32550639346114,85.17104433883006,4446.831850686908,52.28689211102746
135,291.3692952797187,229.58694196035913,2216.4902838304156,54.3532868887523
136,341.3136650616669,201.03364418137662,1012.2874510391272,50.872810603993855
137,266.3274773654231,210.5791793491283,1649.8560690685758,59.172176875706654
138,106.6596830369625,233.20121886854076,4532.131862565259,67.8759846754328
139,315.5650372972529,371.75399868111987,4863.0573602141385,29.853435036929415
140,437.0212150078273,391.6259022954207,1110.1086745543835,42.49550119518806
141,340.3248890899092,359.30808917760714,3914.8363593526014,45.947999057459896
142,161.71518181104034,63.68565632393726,3796.6624460739777,52.95699846224832
143,68.31416761718361,88.40227441805595,4044.267485468562,64.69955726389277
144,288.8661709188911,209.1671698156895,2083.9880022534853,58.0207906016974
145,298.84380527055555,230.40895732540616,2381.6629782593936,52.81198472014111
146,361.5307680025388,345.71912808040287,7665.672139646367,46.07462088820395
147,173.64176184932148,248.2578692774571,3175.9773698581444,47.19727735393066
148,307.20444882237416,195.02459067547227,1410.1763836265102,47.947631358505646
149,291.9084428449235,363.2303094062273,4995.853150363193,40.85460941313747
150,228.78693665342433,293.45070679624456,7115.562402200114,44.32003925999318
151,332.24740992360444,182.7584376587812,923.9117051211764,51.55689098555954
152,55.18607385437574,108.07887846422358,3251.8463673625774,47.43509033927441
153,54.6631814329332,216.9240066104113,3853.772017349677,57.84594025426942
154,80.37446600687727,253.44555182593012,3838.2749876687067,54.83104069347445
155,212.4913719703478,209.36761853144762,1970.5580503191304,42.20259236483139
156,353.3579062202559,329.58986928902294,7624.506262252277,27.774638363556225
157,422.581709185077,375.46651962321835,1992.153339722679,39.21342840475802
158,172.7133900376791,345.71289717571767,7052.928045083672,50.825877837327006
